,company
4796,Nippon Telegraph and Telephone Corp
4797,Emmi AG
4798,Aedifica SA
4799,Direcional Engenharia SA
4800,ENN Energy Holdings Ltd
4801,Michelmersh Brick Holdings PLC
4802,Nippon Yusen KK
4803,Nature's Bounty Co
4804,Gemdale Corp
4805,Hargreaves Lansdown PLC
4806,TechnologyOne Ltd
4807,Evergreen International Storage & Transport Corp
4808,Gemalto Holding BV
4809,Kap Industrial Holdings Ltd
4810,JUNEYAO AIRLINES Co Ltd
4811,Commercial Bank PSQC
4812,Empresa de Telecomunicaciones de Bogota SA ESP
4813,CECO Environmental Corp
4814,Cowen Inc
4815,Genmab A/S
4816,Biomerieux SA
4817,Pixelworks Inc
4818,Wright Medical Group NV
4819,Swisscom AG
4820,Sundrug Co Ltd
4821,Kap AG
4822,Seagen Inc
4823,Parkway Life Real Estate Investment Trust
4824,First Abu Dhabi Bank PJSC
4825,Invensys Ltd
4826,Columbia Banking System Inc
4827,Norwegian Property ASA
4828,National Industrialization Company JSC
4829,Middlefield Banc Corp
4830,Roku Inc
4831,Cablevision Systems Corp
4832,Guidant LLC
4833,Graincorp Ltd
4834,Lexmark International Inc
4835,PMI Group Inc
4836,Tongaat Hulett Ltd
4837,Hanergy Thin Film Power Group Ltd
4838,Van de Velde NV
4839,Sapporo Hokuyo Holdings Inc
4840,Link Administration Holdings Ltd
4841,Inspecs Group PLC
4842,Algonquin Power & Utilities Corp
4843,Alsea SAB de CV
4844,Barloworld Ltd
4845,Elders Ltd
4846,Vodacom Group Ltd
4847,Humm Group Ltd
4848,IOI Corporation Bhd
4849,Eagle Materials Inc
4850,China Tourism Group Duty Free Corp Ltd
4851,Danone SA
4852,Krones AG
4853,Ramsay Health Care Ltd
4854,Schibsted ASA
4855,Hosken Consolidated Investments Ltd
4856,Zug Estates Holding AG
4857,Tourmaline Oil Corp
4858,HLB Inc
4859,Magellan Health Inc
4860,Karyopharm Therapeutics Inc
4861,Benchmark Holdings PLC
4862,Rostelekom PAO
4863,Vienna Insurance Group AG Wiener Versicherung Gruppe
4864,Numis Corporation PLC
4865,BOC Group Ltd
4866,BMO Asset Management (Holdings) PLC
4867,Siemens Energy AG
4868,Telenor ASA
4869,Vodafone Qatar PQSC
4870,Digital Garage Inc
4871,Daily Journal Corp
4872,Amphenol Corp
4873,Appian Corp
4874,Bunzl plc
4875,Saracen Mineral Holdings Ltd
4876,JBG SMITH Properties
4877,Bystronic AG
4878,Guangshen Railway Co Ltd
4879,Rakuten Inc
4880,Kinnevik AB
4881,United Internet AG
4882,Erawan Group PCL
4883,Bayer Pharma AG
4884,Vedanta Resources Ltd
4885,LightInTheBox Holding Co Ltd
4886,Ellaktor SA
4887,TransGlobe Energy Corp
4888,Bryn Mawr Bank Corp
4889,LSB Industries Inc
4890,Duke Energy Corp
4891,HB Fuller Co
4892,Dazn Group Ltd
4893,Shengyi Technology Co Ltd
4894,Novavax Inc
4895,Ergomed PLC
4896,NRF Holdco LLC
4897,Mitsui Fudosan Co Ltd
4898,Nexstar Media Group Inc
4899,Hongta Securities Co Ltd
4900,Alfen NV
4901,Toho Titanium Co Ltd
4902,Leyard Optoelectronic Co Ltd
4903,Medivation Inc
4904,KWG Group Holdings Ltd
4905,Minerva Ltd
4906,Construcciones el Condor SA
4907,Datang International Power Generation Co Ltd
4908,Tabula Rasa HealthCare Inc
4909,Schweitzer-Mauduit International Inc
4910,Houlihan Lokey Inc
4911,Staffline Group PLC
4912,Luxottica Group SpA
4913,KDDI Corp
4914,Shenzhen Sunlord Electronics Co Ltd
4915,Recro Pharma Inc
4916,Steppe Gold Ltd
4917,EFG International AG
4918,Bonesupport Holding AB
4919,Polskie Gornictwo Naftowe i Gazownictwo SA
4920,Galaxy Resources Ltd
4921,John Wood Group PLC
4922,Valid Solucoes SA
4923,IGO Nova Holdings Pty Ltd
4924,City Union Bank Ltd
4925,Banca Farmafactoring SpA
4926,Advanced Semiconductor Engineering Inc
4927,Deluxe Corp
4928,Hallmark Financial Services Inc
4929,Eton Pharmaceuticals Inc
4930,Carnival PLC
4931,Super Retail Group Ltd
4932,Yonghui Superstores Co Ltd
4933,Shenzhen Hepalink Pharmaceutical Group Co Ltd
4934,Valeo SA
4935,Collegium Pharmaceutical Inc
4936,Samsung SDS Co Ltd
4937,IMA Industria Macchine Automatiche SpA
4938,Cooper Industries Unlimited Co
4939,Teekay Corp
4940,Modern Times Group MTG AB
4941,Distribution And Warehousing Network Ltd
4942,Rightmove PLC
4943,InfraREIT Inc
4944,Scottish American Investment Company P L C
4945,Hurco Companies Inc
4946,Cushman & Wakefield PLC
4947,Orix Corp
4948,FGL Holdings Inc
4949,Hundsun Technologies Inc
4950,Trillium Therapeutics Inc
4951,Jungheinrich AG
4952,National Fuel Gas Co
4953,Interoil Corp
4954,Perficient Inc
4955,Transcontinental Inc
4956,CBTX Inc
4957,Waddell & Reed Financial Inc
4958,Trustee for DEXUS CPA Trust
4959,Blackstone Group Inc
4960,iRobot Corp
4961,Quinstreet Inc
4962,XTO Energy Inc
4963,GF Securities Co Ltd
4964,Mercury Systems Inc
4965,Samsung Heavy Industries Co Ltd
4966,Textainer Group Holdings Ltd
4967,Deutsche Bank AG
4968,Rhoen Klinikum AG
4969,Crocs Inc
4970,Posco Chemical Co Ltd
4971,Auckland International Airport Ltd
4972,VSE Corp
4973,QCR Holdings Inc
4974,BHP Group Ltd
4975,Standard Life Aberdeen PLC
4976,Saes Getters SpA
4977,IDFC Ltd
4978,Maanshan Iron & Steel Co Ltd
4979,Jacobs Engineering Group Inc
4980,Oxford Instruments PLC
4981,Beadell Resources Pty Ltd
4982,Calbee Inc
4983,Nedbank Group Ltd
4984,Immutep Ltd
4985,Dave & Buster's Entertainment Inc
4986,Cetip SA Mercados Organizados
4987,YUNDA Holding Co Ltd
4988,Evofem Biosciences Inc
4989,Alibaba Pictures Group Ltd
4990,Virbac SA
4991,Hexpol AB
4992,Indah Kiat Pulp & Paper Tbk PT
4993,Banco de Credito e Inversiones
4994,Zhejiang Wolwo Bio-Pharmaceutical Co Ltd
4995,Ingenico Group SA
4996,Qlogic LLC
4997,Middleby Corp
4998,Eldorado Gold Yukon Corp
4999,Hamborner Reit AG
5000,Aegean Airlines SA
5001,Burberry Group PLC
5002,Golden West Financial Corp (Oakland)
5003,Bosch Ltd
5004,Seegene Inc
5005,Sedana Medical AB (publ)
5006,New Hope Corporation Ltd
5007,Boule Diagnostics AB
5008,Bodycote PLC
5009,GRG Banking Equipment Co Ltd
5010,Autonomy Corporation Ltd
5011,Covivio SA
5012,Altium Ltd
5013,Perpetual Income and Growth Investment Trust PLC
5014,Siemens AG
5015,Pou Chen Corp
5016,Crawford & Co
5017,NetLink NBN Trust
5018,Turkiye Garanti Bankasi AS
5019,Axcella Health Inc
5020,Telekom Malaysia Bhd
5021,Inmobiliaria Colonial SOCIMI SA
5022,Great Basin Gold Ltd
5023,Maximus Inc
5024,Ovzon AB (publ)
5025,Qatar Fuel Company QPSC
5026,Tyler Technologies Inc
5027,Brother Industries Ltd
5028,Unicorn Capital Partners Ltd
5029,PRGX Global Inc
5030,Netstreit Corp
5031,Adidas AG
5032,Blackmores Ltd
5033,PCCW Ltd
5034,Corporacion Inmobiliaria Vesta SAB de CV
5035,PNC Financial Services Group Inc
5036,Bobst Group SA
5037,Vitrolife AB
5038,Avis Budget Emea Ltd
5039,Guangzhou Wondfo Biotech Co Ltd
5040,Kosmos Energy Ltd
5041,Covidien PLC
5042,Simulations Plus Inc
5043,Pabrik Kertas Tjiwi Kimia Tbk PT
5044,PAM Transportation Services Inc
5045,Naked Wines PLC
5046,Porvair PLC
5047,Nipponkoa Insurance Co Ltd
5048,Keppel Corporation Ltd
5049,Exactech Inc
5050,Rapid7 Inc
5051,Argonaut Gold Inc
5052,Repsol SA
5053,Hollywood Bowl Group PLC
5054,Growthpoint Properties Ltd
5055,Mytilineos SA
5056,Yadea Group Holdings Ltd
5057,Abbot Group Ltd
5058,Benefitfocus Inc
5059,Medacta Group SA
5060,Regency Entertainment SA
5061,Scarlett Ltd
5062,Boston Scientific Corp
5063,Textron Inc
5064,Ningxia Baofeng Energy Group Co Ltd
5065,Polski Koncern Naftowy Orlen SA
5066,Brunswick Corp
5067,Newmark Group Inc
5068,PerkinElmer Inc
5069,Arbonia AG
5070,Jazz Pharmaceuticals PLC
5071,Five Below Inc
5072,MobileIron Inc
5073,Ameriprise Financial Inc
5074,Kering SA
5075,VBI Vaccines Inc
5076,Repro Med Systems Inc
5077,Touchstone Exploration Inc
5078,Intrum AB
5079,Qlik Technologies Inc
5080,Suedzucker AG
5081,Atlantic Union Bankshares Corp
5082,Plug Power Inc
5083,Starbucks Corp
5084,Square Enix Holdings Co Ltd
5085,Famur SA
5086,Mitsui Mining and Smelting Co Ltd
5087,BNK Financial Group Inc
5088,Ansell Ltd
5089,Citizens Inc
5090,Goodman Property Trust
5091,Tapestry Inc
5092,Oxford Metrics PLC
5093,SITC International Holdings Co Ltd
5094,Dixons Carphone PLC
5095,Larsen & Toubro Infotech Ltd
5096,Grocery Outlet Holding Corp
5097,ExOne Co
5098,Sydbank A/S
5099,Titan Company Ltd
5100,Cedar Woods Properties Ltd
5101,Hubei Biocause Pharmaceutical Co Ltd
5102,Iochpe Maxion SA
5103,Hubei Jumpcan Pharmaceutical Co Ltd
5104,Repsol Oil & Gas Canada Inc (PRE-MERGER 1)
5105,Banco de Sabadell SA
5106,Grandvision NV
5107,O2 Czech Republic as
5108,China Modern Dairy Holdings Ltd
5109,BDO Unibank Inc
5110,Schouw & Co A/S
5111,EXCO Resources Inc
5112,Minebea Mitsumi Inc
5113,PAREXEL International Corp
5114,ATS Automation Tooling Systems Inc
5115,Xinjiang Goldwind Science & Technology Co Ltd
5116,JVM Co Ltd
5117,St Barbara Ltd
5118,Wens Foodstuff Group Co Ltd
5119,Spur Corporation Ltd
5120,Nederman Holding AB
5121,SASA Polyester Sanayi AS
5122,Neustar Inc
5123,Audacy Inc
5124,Worldwide Healthcare Trust PLC
5125,Sysmex Corp
5126,Eagers Automotive Ltd
5127,Caterpillar Inc
5128,Daido Steel Co Ltd
5129,Groupe Guillin SA
5130,Bang & Olufsen A/S
5131,Unipol Gruppo SpA
5132,scPharmaceuticals Inc
5133,Midsona AB
5134,XPS Pensions Group PLC
5135,Ageas SA
5136,Longfor Group Holdings Ltd
5137,Progyny Inc
5138,PrivateBancorp Inc
5139,Siamgas and Petrochemicals PCL
5140,Insulet Corp
5141,Aristocrat Leisure Ltd
5142,Hillgrove Resources Ltd
5143,LBI ehf
5144,Bellevue Group AG
5145,Dr.Peng Telecom & Media Group Co Ltd
5146,Empiric Student Property PLC
5147,Penn Virginia Corp
5148,Seiko Epson Corp
5149,Shinsegae Inc
5150,Luceco PLC
5151,IHS Inc
5152,Bathurst Resources Ltd
5153,China Railway Group Ltd
5154,SPX FLOW Inc
5155,Insmed Inc
5156,Yanbu National Petrochemicals Company SJSC
5157,Tikehau Capital SCA
5158,JCK Legacy Co
5159,Unisys Corp
5160,Daimler AG
5161,Robinson Department Stroe PCL
5162,Greek Organisation of Football Prognostics SA
5163,Foxconn Technology Co Ltd
5164,Klingelnberg AG
5165,Ranbaxy Laboratories Ltd
5166,Kunlun Energy Company Ltd
5167,Autoneum Holding AG
5168,Aalberts NV
5169,Precinct Properties New Zealand Ltd
5170,Compania de Distribucion Integral Logista Holdings SA
5171,Papa John's International Inc
5172,Global Blood Therapeutics Inc
5173,Emaar Properties PJSC
5174,Los Cerros Ltd
5175,STMicroelectronics NV
5176,SRC Energy Inc
5177,OFG Bancorp
5178,DIRECTV
5179,Eniro AB
5180,Stewart Information Services Corp
5181,British American Tobacco PLC
5182,Freedom Oil and Gas Ltd
5183,NTT Urban Development Corp
5184,Kentz Corporation Ltd
5185,Timken Co
5186,Aygaz AS
5187,Ambuja Cements Ltd
5188,GMK Noril'skiy Nikel' PAO
5189,Aryzta AG
5190,Pluralsight Inc
5191,PSG Group Ltd
5192,PubMatic Inc
5193,La-Z-Boy Inc
5194,Compagnie Plastic Omnium SE
5195,Dongyue Group Ltd
5196,TianJin 712 Communication & Broadcasting Co Ltd
5197,1&1 Drillisch AG
5198,Edizione Property SpA
5199,HiteJinro Co Ltd
5200,Abcam PLC
5201,Banca Piccolo Credito Valtellinese SpA
5202,Lawson Products Inc
5203,Lynas Rare Earths Ltd
5204,Shenzhen Kingdom SCI-Tech Co Ltd
5205,Calfrac Well Services Ltd
5206,Karora Resources Inc
5207,Waskita Karya (Persero) Tbk PT
5208,Pacific National Holdings Pty Ltd
5209,DST Systems Inc
5210,Vyne Therapeutics Inc
5211,Xinjiang Zhongtai Chemical Co Ltd
5212,Retail Food Group Ltd
5213,Tsogo Sun Gaming Ltd
5214,NYSE Euronext
5215,MT Hoejgaard Holding A/S
5216,BGI Genomics Co Ltd
5217,Haitong Securities Co Ltd
5218,Steelcase Inc
5219,Entravision Communications Corp
5220,Dlala Brokerage and Investment Holding Co QPSC
5221,Nexa Resources Peru SAA
5222,Discover Financial Services
5223,Sompo Holdings Inc
5224,BSS Group Ltd
5225,China Everbright Bank Co Ltd
5226,Inner Mongolia Yili Industrial Group Co Ltd
5227,Bmo Global Smaller Companies PLC
5228,Dong Suh Companies Inc
5229,Merck KGaA
5230,Tecnoglass Inc
5231,Mind Medicine (MindMed) Inc
5232,Spotify Technology SA
5233,ADTRAN Inc
5234,Foreign Trade Bank of Latin America Inc
5235,Indivior PLC
5236,Arcadis NV
5237,Amorepacific Corp
5238,Nuvista Energy Ltd
5239,IQE Plc
5240,Hirose Electric Co Ltd
5241,Loomis AB
5242,Austevoll Seafood ASA
5243,Neste Oyj
5244,GL Events SA
5245,MEDNAX Inc
5246,Jinke Property Group Co Ltd
5247,Furukawa Co Ltd
5248,Quixant PLC
5249,ESR-REIT
5250,Tamburi Investment Partners SpA
5251,Money3 Corp Ltd
5252,Frontline Ltd
5253,Axalta Coating Systems Ltd
5254,Poste Italiane SpA
5255,Tandem Diabetes Care Inc
5256,Bojangles' Inc
5257,Qurain Petrochemical Industries Company KSCP
5258,SLC Agricola SA
5259,Amplify Snack Brands Inc
5260,Azrieli Group Ltd
5261,Sanwa Holdings Corp
5262,IGM Biosciences Inc
5263,Han's Laser Technology Industry Group Co Ltd
5264,Saudi Kayan Petrochemical Company SJSC
5265,Hitachi High-Tech Corp
5266,Osotspa PCL
5267,Teledyne FLIR LLC
5268,Rackspace Technology Inc
5269,Peapack-Gladstone Financial Corp
5270,FutureFuel Corp
5271,Huron Consulting Group Inc
5272,Sunwoda Electronic Co Ltd
5273,Sinoma International Engineering Co Ltd
5274,BNC Bancorp
5275,Designer Brands Inc
5276,Ho Bee Land Ltd
5277,Dottikon Es Holding AG
5278,Ensign Energy Services Inc
5279,Renishaw PLC
5280,Paychex Inc
5281,Keurig Dr Pepper Inc
5282,Howden Joinery Group PLC
5283,Savosolar Oyj
5284,Fortis Inc
5285,Revolve Group Inc
5286,Duke Realty Corp
5287,Halfords Group PLC
5288,Calgon Carbon Corp
5289,Phison Electronics Corp
5290,TMB Bank PCL
5291,Offcn Education Technology Co Ltd
5292,Redfin Corp
5293,Orbia Advance Corporation SAB de CV
5294,Dolby Laboratories Inc
5295,Grupo Televisa SAB
5296,Freedom Foods Group Ltd
5297,Salvatore Ferragamo SpA
5298,DMG Mori AG
5299,BAWAG Group AG
5300,Exagen Inc
5301,Pan American Silver Corp
5302,Landmark Bancorp Inc
5303,SNC-Lavalin Group Inc
5304,Sify Technologies Ltd
5305,Sunedison Inc
5306,Atrium European Real Estate Ltd
5307,Charlotte's Web Holdings Inc
5308,Potash Corporation of Saskatchewan Inc
5309,Advantest Corp
5310,Santos Ltd
5311,Allgreen Properties Ltd
5312,HMS Holdings Corp
5313,Jastrzebska Spolka Weglowa SA
5314,HSS Hire Group PLC
5315,Twilio Inc
5316,Blue Buffalo Pet Products Inc
5317,CSG Systems International Inc
5318,Azure Power Global Ltd
5319,KMW Co Ltd
5320,Amalgamated Bank
5321,Bank Millennium SA
5322,Jiangsu Zhongtian Technology Co Ltd
5323,Sealed Air Corp
5324,Wix.Com Ltd
5325,Hypera SA
5326,Aquarius Platinum Ltd
5327,Harworth Group PLC
5328,Kate Spade & Co
5329,Tesla Inc
5330,ZF TRW Automotive Holdings Corp
5331,Armstrong World Industries Inc
5332,PriceSmart Inc
5333,IPCA Laboratories Ltd
5334,HyreCar Inc
5335,Frontier Oil Corp
5336,Trupanion Inc
5337,Roxgold Inc
5338,Leaf Group Ltd
5339,Huaxi Securities Co Ltd
5340,CTBC Financial Holding Co Ltd
5341,Mohawk Industries Inc
5342,Suzlon Energy Ltd
5343,Kagiso Media Ltd
5344,HKT Trust and HKT Ltd
5345,Flexsteel Industries Inc
5346,Cementos Argos SA
5347,Republic Bancorp Inc
5348,Mantra Resources Pty Ltd
5349,Hostelworld Group PLC
5350,Sony Financial Holdings Inc
5351,Stanbic Bank Uganda Ltd
5352,Telkom Indonesia (Persero) Tbk PT
5353,Augean PLC
5354,ZTE Corp
5355,Ainsworth Game Technology Ltd
5356,EQT Holdings Ltd
5357,Bermaz Auto Bhd
5358,Spring Airlines Co Ltd
5359,Handsome Corp
5360,Smartsheet Inc
5361,Resmed Inc
5362,China Aerospace Times Electronics Co Ltd
5363,HBM Healthcare Investments AG
5364,STAAR Surgical Co
5365,Gima TT SpA
5366,Shanghai Jin Jiang International Hotels Co Ltd
5367,Bewi ASA
5368,Atacadao SA
5369,Embraer SA
5370,Unilever NV
5371,Webjet Ltd
5372,Charles Schwab Corp
5373,Marketaxess Holdings Inc
5374,Perpetua Resources Corp
5375,Unione di Banche Italiane SpA
5376,Ultrapar Participacoes SA
5377,Kyushu Railway Co
5378,NanJi E-Commerce Co Ltd
5379,Lyondell Chemical Co
5380,Sinolink Securities Co Ltd
5381,Dohome PCL
5382,Daewoo Shipbuilding & Marine Engineering Co Ltd
5383,Mvv Energie AG
5384,Morguard Real Estate Investment Trust
5385,FTS International Inc
5386,Nongshim Co Ltd
5387,Murray International Trust PLC
5388,Odfjell SE
5389,SouthGobi Resources Ltd
5390,XL Axiata Tbk PT
5391,Hapag Lloyd AG
5392,Catalyst Pharmaceuticals Inc
5393,Haw Par Corporation Ltd
5394,Dorian LPG Ltd
5395,Aytu BioScience Inc
5396,FireEye Inc
5397,CH Karnchang PCL
5398,Turkiye Halk Bankasi AS
5399,Sime Darby Bhd
5400,Mandarin Oriental International Ltd
5401,Sky Deutschland GmbH
5402,Horizon Oil Ltd
5403,Quantum Corp
5404,Bilibili Inc
5405,Kura Oncology Inc
5406,iRhythm Technologies Inc
5407,AngloGold Ashanti Ltd
5408,GUD Holdings Ltd
5409,Companhia de Saneamento Basico do Estado de Sao Paulo SABESP
5410,Aligos Therapeutics Inc
5411,Beijing Enterprises Holdings Ltd
5412,Blue Star Helium Ltd
5413,Legg Mason Inc
5414,Friends Life FPG Ltd
5415,Shop Apotheke Europe NV
5416,Omni Bridgeway Ltd
5417,HMV Group PLC
5418,Arthur J Gallagher & Co
5419,Pepco Holdings LLC
5420,GYM Group PLC
5421,Loxo Oncology Inc
5422,Luzhou Laojiao Co Ltd
5423,Equifax Australia Group Pty Ltd
5424,Elanco Animal Health Inc
5425,Wumart Stores Inc
5426,Axsome Therapeutics Inc
5427,Isuzu Motors Ltd
5428,Guosen Securities Co Ltd
5429,WEC Energy Group Inc
5430,Colgate-Palmolive (India) Ltd
5431,Siv Capital Ltd
5432,Boeing Co
5433,Draegerwerk AG & Co KGaA
5434,Kelly Services Inc
5435,Royal Bafokeng Platinum Ltd
5436,SPS Commerce Inc
5437,Ledesma SAAI
5438,Royal Unibrew A/S
5439,Goco Group PLC
5440,Tosoh Corp
5441,A and W Revenue Royalties Income Fund
5442,Checkmate Pharmaceuticals Inc
5443,Wuhu Token Sciences Co Ltd
5444,Saudi Arabia Fertilizers Co SJSC
5445,Ucb SA
5446,Hyundai Mipo Dockyard Co Ltd
5447,China Overseas Grand Oceans Group Ltd
5448,Severstal' PAO
5449,Coca Cola Hellenic Bottling Company SA
5450,Greenhill & Co Inc
5451,DNB Financial Corp
5452,Arko Corp.
5453,Shijiazhuang Yiling Pharmaceutical Co Ltd
5454,Lamar Advertising Co
5455,Wallenius Wilhelmsen ASA
5456,PeptiDream Inc
5457,Mcdonald's Corp
5458,SFA Engineering Corp
5459,Livongo Health Inc
5460,OneSmart International Education Group Ltd
5461,Siemens Gamesa Renewable Energy SA
5462,Nordic Waterproofing Holding AB
5463,Cubic Corp
5464,Sanpaolo Imi SpA
5465,SERNEKE Group AB (publ)
5466,Trade Desk Inc
5467,Cencosud Shopping SA
5468,NantKwest Inc
5469,MDC Partners Inc
5470,Petronas Dagangan Bhd
5471,Safeco Corp
5472,Akebia Therapeutics Inc
5473,Polypipe Group PLC
5474,Screen Holdings Co Ltd
5475,Versum Materials Inc
5476,Raytheon Co
5477,Breville Group Ltd
5478,MKS Instruments Inc
5479,Campbell Soup Co
5480,China Ding Yi Feng Holdings Ltd
5481,Panoramic Resources Ltd
5482,Worldpay Group Ltd
5483,Zillow Group Inc
5484,Hartalega Holdings Bhd
5485,Schaltbau Holding AG
5486,Hong Kong Exchanges and Clearing Ltd
5487,Bell MTS Inc
5488,Media Prima Bhd
5489,Accton Technology Corp
5490,Badger Infrastructure Solutions Ltd
5491,Studsvik AB
5492,Trainline PLC
5493,IEC Electronics Corp
5494,Iteos Therapeutics Inc
5495,Lubelski Wegiel Bogdanka SA
5496,Penns Woods Bancorp Inc
5497,Nasdaq Inc
5498,Chicony Electronics Co Ltd
5499,SmartCentres Real Estate Investment Trust
5500,Infineon Technologies AG
5501,Genzyme Corp
5502,Bradford & Bingley PLC
5503,NetApp Inc
5504,Mackinac Financial Corp
5505,Quotient Technology Inc
5506,Bunge Ltd
5507,STRABAG SE
5508,Deltic Timber Corp
5509,Orient Overseas (International) Ltd
5510,Diamond Offshore Drilling Inc
5511,Midwich Group PLC
5512,RealReal Inc
5513,Crossfirst Bankshares Inc
5514,Synlait Milk Ltd
5515,Atlantica Sustainable Infrastructure PLC
5516,Blue Prism Group PLC
5517,Scottish & Newcastle Ltd
5518,JOST Werke AG
5519,Tech-bank Food Co Ltd
5520,GungHo Online Entertainment Inc
5521,Apptio Inc
5522,Antofagasta PLC
5523,NARI Technology Co Ltd
5524,Macronix International Co Ltd
5525,Yamada Holdings Co Ltd
5526,CNX Gas LLC
5527,Sandy Spring Bancorp Inc
5528,MatsumotoKiyoshi Holdings Co Ltd
5529,Perpetual Ltd
5530,Evolution Petroleum Corp
5531,Regal Rexnord Corp
5532,BayWa AG
5533,Transcontinental Realty Investors Inc
5534,Orpea SA
5535,Natixis SA
5536,People's United Financial Inc
5537,PTG Energy PCL
5538,Crowe Horwath Australasia Pty Ltd
5539,Endava PLC
5540,SBI Cards and Payment Services Ltd
5541,Quadient SA
5542,MiMedx Group Inc
5543,Hci Group Inc
5544,Wyndham Destinations Inc
5545,Teva Pharmaceutical Industries Ltd
5546,Yuzhou Group Holdings Co Ltd
5547,Neurocrine Biosciences Inc
5548,Kezar Life Sciences Inc
5549,Aphria Inc
5550,Shenzhen Transsion Holdings Co Ltd
5551,Kinepolis Group NV
5552,BinckBank NV
5553,voestalpine AG
5554,TORC Oil & Gas Ltd
5555,Denbury Inc
5556,Fidelity Southern Corp
5557,Hindalco Industries Ltd
5558,Helvetia Holding AG
5559,Bank of Nova Scotia
5560,Sealand Securities Co Ltd
5561,Suzuki Motor Corp
5562,Chiyoda Corp
5563,Yuexiu Property Co Ltd
5564,Genomma Lab Internacional SAB de CV
5565,Jubilant Foodworks Ltd
5566,Assore Ltd
5567,Freeport-McMoRan Inc
5568,CTT Correios de Portugal SA
5569,Legal & General Group PLC
5570,Utah Medical Products Inc
5571,Huatai Securities Co Ltd
5572,Daktronics Inc
5573,Magnis Energy Technologies Ltd
5574,LHR Airports Ltd
5575,Plexus Corp
5576,Sul America SA
5577,Land and Houses PCL
5578,Bradespar SA
5579,Global Indemnity Group LLC
5580,Konecranes Abp
5581,Morningstar Inc
5582,GPT Group
5583,Mediterranean and Gulf Cooperative Insurance and Reinsurance Company CJSC
5584,Cutera Inc
5585,De' Longhi SpA
5586,Cipla Medpro South Africa Ltd
5587,JDE Peets NV
5588,Shopify Inc
5589,Lamda Development SA
5590,Reynolds Consumer Products Inc
5591,JBS SA
5592,Baillie Gifford US Growth Trust PLC
5593,Korea Investment Holdings Co Ltd
5594,AXIS Capital Holdings Ltd
